orgno,category,orgname,2018budget,year,completed,WC,PromotionFocus,PreventionFocus
110,public,CIA,"$12,800,000,000",2000,y,734,0.27,2.59
110,public,CIA,"$12,800,000,000",2001,y,726,0.28,2.62
110,public,CIA,"$12,800,000,000",2002,y,781,0.26,2.56
110,public,CIA,"$12,800,000,000",2003,y,780,0.26,2.56
110,public,CIA,"$12,800,000,000",2004,y,779,0.26,2.57
110,public,CIA,"$12,800,000,000",2005,y,761,0.26,2.50
110,public,CIA,"$12,800,000,000",2006,y,931,0.21,1.72
110,public,CIA,"$12,800,000,000",2007,y,570,0.18,2.11
110,public,CIA,"$12,800,000,000",2008,y,570,0.18,2.11
110,public,CIA,"$12,800,000,000",2009,y,573,0.17,2.09
110,public,CIA,"$12,800,000,000",2010,y,571,0.18,2.10
110,public,CIA,"$12,800,000,000",2011,y,567,0.18,2.12
110,public,CIA,"$12,800,000,000",2012,y,567,0.18,2.12
110,public,CIA,"$12,800,000,000",2013,y,587,0.17,2.04
110,public,CIA,"$12,800,000,000",2014,y,587,0.17,2.04
110,public,CIA,"$12,800,000,000",2015,y,587,0.17,2.04
110,public,CIA,"$12,800,000,000",2016,y,585,0.17,2.05
110,public,CIA,"$12,800,000,000",2017,y,585,0.17,2.05
110,public,CIA,"$12,800,000,000",2018,y,605,0.17,1.98
111,public,FBI,"$9,502,000,000",1998,y,286,0.00,1.75
111,public,FBI,"$9,502,000,000",1999,y,508,0.00,0.98
111,public,FBI,"$9,502,000,000",2000,y,1592,0.57,1.32
111,public,FBI,"$9,502,000,000",2001,y,1595,0.56,1.32
111,public,FBI,"$9,502,000,000",2002,y,123,0.00,0.00
111,public,FBI,"$9,502,000,000",2003,y,122,0.00,0.00
111,public,FBI,"$9,502,000,000",2004,y,342,0.00,1.46
111,public,FBI,"$9,502,000,000",2005,y,350,0.00,1.43
111,public,FBI,"$9,502,000,000",2006,y,346,0.00,1.45
111,public,FBI,"$9,502,000,000",2007,y,219,0.00,1.37
111,public,FBI,"$9,502,000,000",2008,y,219,0.00,1.37
111,public,FBI,"$9,502,000,000",2009,y,219,0.00,1.37
111,public,FBI,"$9,502,000,000",2010,y,219,0.00,1.37
111,public,FBI,"$9,502,000,000",2011,y,212,0.00,2.83
111,public,FBI,"$9,502,000,000",2012,y,218,0.00,2.75
111,public,FBI,"$9,502,000,000",2013,y,218,0.00,2.75
111,public,FBI,"$9,502,000,000",2014,y,218,0.00,2.75
111,public,FBI,"$9,502,000,000",2015,y,224,0.00,2.68
111,public,FBI,"$9,502,000,000",2016,y,300,0.00,3.67
111,public,FBI,"$9,502,000,000",2017,y,300,0.00,3.67
111,public,FBI,"$9,502,000,000",2018,y,300,0.00,3.67
112,public,NSA,"$9,950,000,000",1997,y,1296,0.15,1.85
112,public,NSA,"$9,950,000,000",1998,y,0,0.00,0.00
112,public,NSA,"$9,950,000,000",1999,y,1296,0.15,1.85
112,public,NSA,"$9,950,000,000",2000,y,565,0.35,1.42
112,public,NSA,"$9,950,000,000",2001,y,565,0.35,1.42
112,public,NSA,"$9,950,000,000",2002,y,560,0.36,1.43
112,public,NSA,"$9,950,000,000",2003,y,560,0.36,1.43
112,public,NSA,"$9,950,000,000",2004,y,542,0.37,1.29
112,public,NSA,"$9,950,000,000",2005,y,544,0.37,1.29
112,public,NSA,"$9,950,000,000",2006,y,546,0.37,1.28
112,public,NSA,"$9,950,000,000",2007,y,546,0.37,1.28
112,public,NSA,"$9,950,000,000",2008,y,521,0.38,1.34
112,public,NSA,"$9,950,000,000",2009,y,331,0.60,5.14
112,public,NSA,"$9,950,000,000",2010,y,331,0.60,5.14
112,public,NSA,"$9,950,000,000",2011,y,331,0.60,5.14
112,public,NSA,"$9,950,000,000",2012,y,300,0.67,4.33
112,public,NSA,"$9,950,000,000",2013,y,300,0.67,4.33
112,public,NSA,"$9,950,000,000",2014,y,300,0.67,4.33
112,public,NSA,"$9,950,000,000",2015,y,302,0.66,4.30
112,public,NSA,"$9,950,000,000",2016,y,232,0.43,2.59
112,public,NSA,"$9,950,000,000",2017,y,232,0.43,2.59
112,public,NSA,"$9,950,000,000",2018,y,0,0.00,0.00
