orgno,category,orgname,2018budget,year,completed,WC,PromotionFocus,PreventionFocus
19,private,L3 Technologies,"$1,464,191,000",2008,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2009,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2010,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2011,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2012,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2013,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2014,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2015,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2016,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2017,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2018,y,169,0.00,0.59
20,private,Deloitte,"$1,408,645,000",1997,y,200,0.50,0.00
20,private,Deloitte,"$1,408,645,000",1998,y,0,0.00,0.00
20,private,Deloitte,"$1,408,645,000",1999,y,168,1.79,0.00
20,private,Deloitte,"$1,408,645,000",2000,y,214,0.93,0.00
20,private,Deloitte,"$1,408,645,000",2001,y,229,0.87,0.00
20,private,Deloitte,"$1,408,645,000",2002,y,185,1.08,0.00
20,private,Deloitte,"$1,408,645,000",2003,y,228,0.44,0.44
20,private,Deloitte,"$1,408,645,000",2004,y,520,0.58,0.38
20,private,Deloitte,"$1,408,645,000",2005,y,480,0.62,0.42
20,private,Deloitte,"$1,408,645,000",2006,y,500,0.60,0.40
20,private,Deloitte,"$1,408,645,000",2007,y,298,0.67,0.34
20,private,Deloitte,"$1,408,645,000",2008,y,311,0.00,1.61
20,private,Deloitte,"$1,408,645,000",2009,y,311,0.00,1.61
20,private,Deloitte,"$1,408,645,000",2010,y,530,0.19,1.51
20,private,Deloitte,"$1,408,645,000",2011,y,438,0.00,1.60
20,private,Deloitte,"$1,408,645,000",2012,y,577,0.35,1.56
20,private,Deloitte,"$1,408,645,000",2013,y,560,0.00,1.61
20,private,Deloitte,"$1,408,645,000",2014,y,539,0.00,1.67
20,private,Deloitte,"$1,408,645,000",2015,y,788,0.51,1.78
20,private,Deloitte,"$1,408,645,000",2016,y,795,0.50,1.76
20,private,Deloitte,"$1,408,645,000",2017,y,1093,0.64,1.28
20,private,Deloitte,"$1,408,645,000",2018,y,1232,0.57,1.54
21,private,Fluor,"$1,297,803,000",1997,y,194,1.03,0.52
21,private,Fluor,"$1,297,803,000",1998,y,112,0.00,0.00
21,private,Fluor,"$1,297,803,000",1999,y,226,0.44,0.00
21,private,Fluor,"$1,297,803,000",2000,y,226,0.44,0.00
21,private,Fluor,"$1,297,803,000",2001,y,23,0.00,0.00
21,private,Fluor,"$1,297,803,000",2002,y,210,0.95,1.90
21,private,Fluor,"$1,297,803,000",2003,y,210,0.95,1.90
21,private,Fluor,"$1,297,803,000",2004,y,260,0.77,1.54
21,private,Fluor,"$1,297,803,000",2005,y,237,0.84,1.69
21,private,Fluor,"$1,297,803,000",2006,y,229,0.87,1.75
21,private,Fluor,"$1,297,803,000",2007,y,286,0.70,1.40
21,private,Fluor,"$1,297,803,000",2008,y,303,0.66,1.32
21,private,Fluor,"$1,297,803,000",2009,y,290,0.00,0.00
21,private,Fluor,"$1,297,803,000",2010,y,290,0.00,0.00
21,private,Fluor,"$1,297,803,000",2011,y,263,0.00,0.00
21,private,Fluor,"$1,297,803,000",2012,y,252,0.00,0.00
21,private,Fluor,"$1,297,803,000",2013,y,265,0.00,0.00
21,private,Fluor,"$1,297,803,000",2014,y,270,0.00,0.00
21,private,Fluor,"$1,297,803,000",2015,y,239,0.00,0.00
21,private,Fluor,"$1,297,803,000",2016,y,175,0.00,0.00
21,private,Fluor,"$1,297,803,000",2017,y,175,0.00,0.00
21,private,Fluor,"$1,297,803,000",2018,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",1999,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2000,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2001,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2002,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2003,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2004,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2005,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2006,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2007,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2008,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2009,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2010,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2011,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2012,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2013,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2014,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2015,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2016,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2017,y,0,0.00,0.00
22,private,Engility,"$1,140,787,000",2018,y,137,0.00,2.92
23,private,KBR,"$1,137,810,000",1999,y,0,0.00,0.00
23,private,KBR,"$1,137,810,000",2000,y,0,0.00,0.00
23,private,KBR,"$1,137,810,000",2001,y,0,0.00,0.00
23,private,KBR,"$1,137,810,000",2002,y,179,0.00,0.00
23,private,KBR,"$1,137,810,000",2003,y,173,0.00,0.00
23,private,KBR,"$1,137,810,000",2004,y,205,0.00,0.00
23,private,KBR,"$1,137,810,000",2005,y,294,0.00,0.00
23,private,KBR,"$1,137,810,000",2006,y,88,1.14,0.00
23,private,KBR,"$1,137,810,000",2007,y,89,1.12,0.00
23,private,KBR,"$1,137,810,000",2008,y,169,0.59,0.00
23,private,KBR,"$1,137,810,000",2009,y,194,0.52,0.00
23,private,KBR,"$1,137,810,000",2010,y,320,0.62,0.00
23,private,KBR,"$1,137,810,000",2011,y,320,0.62,0.00
23,private,KBR,"$1,137,810,000",2012,y,322,0.62,0.00
23,private,KBR,"$1,137,810,000",2013,y,322,0.62,0.00
23,private,KBR,"$1,137,810,000",2014,y,264,0.76,0.00
23,private,KBR,"$1,137,810,000",2015,y,267,0.75,0.00
23,private,KBR,"$1,137,810,000",2016,y,272,0.00,0.00
23,private,KBR,"$1,137,810,000",2017,y,222,0.00,0.00
23,private,KBR,"$1,137,810,000",2018,y,0,0.00,0.00
24,private,IBM,"$1,110,996,000",1996,y,43,0.00,0.00
24,private,IBM,"$1,110,996,000",1997,y,62,1.61,0.00
24,private,IBM,"$1,110,996,000",1998,y,78,3.85,0.00
24,private,IBM,"$1,110,996,000",1999,y,78,3.85,0.00
24,private,IBM,"$1,110,996,000",2000,y,78,3.85,0.00
24,private,IBM,"$1,110,996,000",2001,y,78,3.85,0.00
24,private,IBM,"$1,110,996,000",2002,y,229,1.31,0.00
24,private,IBM,"$1,110,996,000",2003,y,234,1.28,0.00
24,private,IBM,"$1,110,996,000",2004,y,251,1.20,0.00
24,private,IBM,"$1,110,996,000",2005,y,244,1.23,0.00
24,private,IBM,"$1,110,996,000",2006,y,271,1.11,0.00
24,private,IBM,"$1,110,996,000",2007,y,285,1.05,0.00
24,private,IBM,"$1,110,996,000",2008,y,241,0.00,0.00
24,private,IBM,"$1,110,996,000",2009,y,249,0.00,0.00
24,private,IBM,"$1,110,996,000",2010,y,258,0.78,0.00
24,private,IBM,"$1,110,996,000",2011,y,257,0.39,0.00
24,private,IBM,"$1,110,996,000",2012,y,259,0.00,0.00
24,private,IBM,"$1,110,996,000",2013,y,275,0.36,0.00
24,private,IBM,"$1,110,996,000",2014,y,274,0.36,0.00
24,private,IBM,"$1,110,996,000",2015,y,269,0.37,0.00
24,private,IBM,"$1,110,996,000",2016,y,391,0.00,0.51
24,private,IBM,"$1,110,996,000",2017,y,379,0.00,0.26
24,private,IBM,"$1,110,996,000",2018,y,540,0.74,0.37
25,private,Jacobs Engineering,"$1,071,730,000",1999,y,0,0.00,0.00
25,private,Jacobs Engineering,"$1,071,730,000",2000,y,0,0.00,0.00
25,private,Jacobs Engineering,"$1,071,730,000",2001,y,255,1.18,1.18
25,private,Jacobs Engineering,"$1,071,730,000",2002,y,228,1.32,1.32
25,private,Jacobs Engineering,"$1,071,730,000",2003,y,228,1.32,1.32
25,private,Jacobs Engineering,"$1,071,730,000",2004,y,229,1.31,1.31
25,private,Jacobs Engineering,"$1,071,730,000",2005,y,228,1.32,1.32
25,private,Jacobs Engineering,"$1,071,730,000",2006,y,225,1.33,1.33
25,private,Jacobs Engineering,"$1,071,730,000",2007,y,226,1.33,1.33
25,private,Jacobs Engineering,"$1,071,730,000",2008,y,225,1.33,1.33
25,private,Jacobs Engineering,"$1,071,730,000",2009,y,225,1.33,1.33
25,private,Jacobs Engineering,"$1,071,730,000",2010,y,226,1.33,1.33
25,private,Jacobs Engineering,"$1,071,730,000",2011,y,227,1.32,1.32
25,private,Jacobs Engineering,"$1,071,730,000",2012,y,272,1.10,1.10
25,private,Jacobs Engineering,"$1,071,730,000",2013,y,273,1.10,1.10
25,private,Jacobs Engineering,"$1,071,730,000",2014,y,1737,0.98,2.59
25,private,Jacobs Engineering,"$1,071,730,000",2015,y,1296,1.31,1.77
25,private,Jacobs Engineering,"$1,071,730,000",2016,y,1552,1.22,2.26
25,private,Jacobs Engineering,"$1,071,730,000",2017,y,2278,0.75,1.54
25,private,Jacobs Engineering,"$1,071,730,000",2018,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",1999,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2000,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2001,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2002,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2003,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2004,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2005,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2006,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2007,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2008,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2009,y,0,0.00,0.00
26,private,CGI Group,"$1,060,122,000",2010,y,225,0.89,0.44
26,private,CGI Group,"$1,060,122,000",2011,y,231,1.73,0.87
26,private,CGI Group,"$1,060,122,000",2012,y,206,0.97,0.97
26,private,CGI Group,"$1,060,122,000",2013,y,193,1.55,0.00
26,private,CGI Group,"$1,060,122,000",2014,y,174,1.72,0.00
26,private,CGI Group,"$1,060,122,000",2015,y,174,1.72,0.00
26,private,CGI Group,"$1,060,122,000",2016,y,219,0.46,0.46
26,private,CGI Group,"$1,060,122,000",2017,y,232,0.43,0.43
26,private,CGI Group,"$1,060,122,000",2018,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",1999,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2000,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2001,y,294,0.68,0.34
27,private,Vencore,"$1,040,300,000",2002,y,207,0.48,0.48
27,private,Vencore,"$1,040,300,000",2003,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2004,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2005,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2006,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2007,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2008,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2009,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2010,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2011,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2012,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2013,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2014,y,0,0.00,0.00
27,private,Vencore,"$1,040,300,000",2015,y,162,0.00,1.23
27,private,Vencore,"$1,040,300,000",2016,y,162,0.00,1.23
27,private,Vencore,"$1,040,300,000",2017,y,162,0.00,1.23
27,private,Vencore,"$1,040,300,000",2018,y,0,0.00,0.00
28,private,Chemonics International,"$988,454,000",1997,y,90,2.22,0.00
28,private,Chemonics International,"$988,454,000",1998,y,0,0.00,0.00
28,private,Chemonics International,"$988,454,000",1999,y,67,2.99,0.00
28,private,Chemonics International,"$988,454,000",2000,y,60,3.33,0.00
28,private,Chemonics International,"$988,454,000",2001,y,36,0.00,0.00
28,private,Chemonics International,"$988,454,000",2002,y,166,1.81,0.00
28,private,Chemonics International,"$988,454,000",2003,y,116,1.72,0.00
28,private,Chemonics International,"$988,454,000",2004,y,128,1.56,0.00
28,private,Chemonics International,"$988,454,000",2005,y,137,1.46,0.00
28,private,Chemonics International,"$988,454,000",2006,y,145,2.07,0.00
28,private,Chemonics International,"$988,454,000",2007,y,172,1.74,0.00
28,private,Chemonics International,"$988,454,000",2008,y,612,1.31,0.65
28,private,Chemonics International,"$988,454,000",2009,y,612,1.31,0.65
28,private,Chemonics International,"$988,454,000",2010,y,612,1.31,0.65
28,private,Chemonics International,"$988,454,000",2011,y,612,1.31,0.33
28,private,Chemonics International,"$988,454,000",2012,y,151,0.66,0.66
28,private,Chemonics International,"$988,454,000",2013,y,151,0.66,0.66
28,private,Chemonics International,"$988,454,000",2014,y,151,0.66,0.66
28,private,Chemonics International,"$988,454,000",2015,y,151,0.66,0.66
28,private,Chemonics International,"$988,454,000",2016,y,151,0.66,0.66
28,private,Chemonics International,"$988,454,000",2017,y,205,0.00,0.49
28,private,Chemonics International,"$988,454,000",2018,y,212,0.00,0.47
29,private,Aerospace Corp,"$917,037,000",1999,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2000,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2001,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2002,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2003,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2004,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2005,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2006,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2007,y,0,0.00,0.00
29,private,Aerospace Corp,"$917,037,000",2008,y,306,0.33,2.94
29,private,Aerospace Corp,"$917,037,000",2009,y,306,0.33,2.94
29,private,Aerospace Corp,"$917,037,000",2010,y,306,0.33,2.94
29,private,Aerospace Corp,"$917,037,000",2011,y,306,0.33,2.94
29,private,Aerospace Corp,"$917,037,000",2012,y,326,0.31,2.45
29,private,Aerospace Corp,"$917,037,000",2013,y,323,0.62,2.48
29,private,Aerospace Corp,"$917,037,000",2014,y,287,0.35,2.79
29,private,Aerospace Corp,"$917,037,000",2015,y,287,0.35,2.79
29,private,Aerospace Corp,"$917,037,000",2016,y,221,0.45,1.36
29,private,Aerospace Corp,"$917,037,000",2017,y,219,0.46,1.37
29,private,Aerospace Corp,"$917,037,000",2018,y,219,0.46,1.37
30,private,ManTech International,"$896,262,000",1999,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2000,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2001,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2002,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2003,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2004,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2005,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2006,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2007,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2008,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2009,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2010,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2011,y,0,0.00,0.00
30,private,ManTech International,"$896,262,000",2012,y,482,1.04,1.87
30,private,ManTech International,"$896,262,000",2013,y,464,0.86,1.94
30,private,ManTech International,"$896,262,000",2014,y,494,0.81,2.02
30,private,ManTech International,"$896,262,000",2015,y,494,0.81,2.02
30,private,ManTech International,"$896,262,000",2016,y,508,0.79,1.97
30,private,ManTech International,"$896,262,000",2017,y,508,0.79,1.97
30,private,ManTech International,"$896,262,000",2018,y,509,0.79,1.96
31,private,Serco Group,"$777,854,000",1999,y,0,0.00,0.00
31,private,Serco Group,"$777,854,000",2000,y,0,0.00,0.00
31,private,Serco Group,"$777,854,000",2001,y,0,0.00,0.00
31,private,Serco Group,"$777,854,000",2002,y,321,0.62,1.25
31,private,Serco Group,"$777,854,000",2003,y,321,0.62,1.25
31,private,Serco Group,"$777,854,000",2004,y,121,2.48,0.83
31,private,Serco Group,"$777,854,000",2005,y,211,1.42,0.47
31,private,Serco Group,"$777,854,000",2006,y,183,1.64,0.55
31,private,Serco Group,"$777,854,000",2007,y,209,1.91,0.96
31,private,Serco Group,"$777,854,000",2008,y,193,2.07,1.04
31,private,Serco Group,"$777,854,000",2009,y,285,1.75,1.40
31,private,Serco Group,"$777,854,000",2010,y,303,1.65,0.66
31,private,Serco Group,"$777,854,000",2011,y,300,1.67,0.33
31,private,Serco Group,"$777,854,000",2012,y,304,1.64,0.33
31,private,Serco Group,"$777,854,000",2013,y,415,0.72,0.96
31,private,Serco Group,"$777,854,000",2014,y,413,0.73,0.97
31,private,Serco Group,"$777,854,000",2015,y,372,0.81,1.08
31,private,Serco Group,"$777,854,000",2016,y,372,0.81,1.08
31,private,Serco Group,"$777,854,000",2017,y,199,1.01,0.50
31,private,Serco Group,"$777,854,000",2018,y,217,0.92,0.46
32,private,Alion Science & Technology,"$755,451,000",1999,,0,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2000,,0,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2001,,0,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2002,,0,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2003,y,66,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2004,y,66,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2005,y,65,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2006,y,77,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2007,y,77,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2008,y,77,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2009,y,77,0.00,0.00
32,private,Alion Science & Technology,"$755,451,000",2010,y,116,0.00,1.72
32,private,Alion Science & Technology,"$755,451,000",2011,y,116,0.00,1.72
32,private,Alion Science & Technology,"$755,451,000",2012,y,116,0.00,1.72
32,private,Alion Science & Technology,"$755,451,000",2013,y,111,1.80,2.70
32,private,Alion Science & Technology,"$755,451,000",2014,y,111,1.80,2.70
32,private,Alion Science & Technology,"$755,451,000",2015,y,111,1.80,2.70
32,private,Alion Science & Technology,"$755,451,000",2016,y,109,1.83,2.75
32,private,Alion Science & Technology,"$755,451,000",2017,y,107,1.87,2.80
32,private,Alion Science & Technology,"$755,451,000",2018,y,136,0.00,0.00
33,private,CDW-G,"$694,473,000",1999,y,175,1.14,0.57
33,private,CDW-G,"$694,473,000",2000,y,154,0.65,0.65
33,private,CDW-G,"$694,473,000",2001,y,175,1.14,0.57
33,private,CDW-G,"$694,473,000",2002,y,26,0.00,0.00
33,private,CDW-G,"$694,473,000",2003,y,26,0.00,0.00
33,private,CDW-G,"$694,473,000",2004,y,26,0.00,0.00
33,private,CDW-G,"$694,473,000",2005,y,26,0.00,0.00
33,private,CDW-G,"$694,473,000",2006,y,30,0.00,0.00
33,private,CDW-G,"$694,473,000",2007,y,42,0.00,0.00
33,private,CDW-G,"$694,473,000",2008,y,160,0.62,1.25
33,private,CDW-G,"$694,473,000",2009,y,162,0.62,1.23
33,private,CDW-G,"$694,473,000",2010,y,162,0.62,1.23
33,private,CDW-G,"$694,473,000",2011,y,152,0.66,1.32
33,private,CDW-G,"$694,473,000",2012,y,158,0.63,1.90
33,private,CDW-G,"$694,473,000",2013,y,107,0.93,0.00
33,private,CDW-G,"$694,473,000",2014,y,98,1.02,1.02
33,private,CDW-G,"$694,473,000",2015,y,96,1.04,1.04
33,private,CDW-G,"$694,473,000",2016,y,98,1.02,1.02
33,private,CDW-G,"$694,473,000",2017,y,94,0.00,1.06
33,private,CDW-G,"$694,473,000",2018,y,94,0.00,1.06
34,private,Dell,"$691,948,000",1999,y,74,0.00,0.00
34,private,Dell,"$691,948,000",2000,y,399,0.50,0.00
34,private,Dell,"$691,948,000",2001,y,391,0.51,0.00
34,private,Dell,"$691,948,000",2002,y,63,0.00,0.00
34,private,Dell,"$691,948,000",2003,y,63,0.00,0.00
34,private,Dell,"$691,948,000",2004,y,145,1.38,0.00
34,private,Dell,"$691,948,000",2005,y,173,0.00,0.58
34,private,Dell,"$691,948,000",2006,y,146,0.00,0.00
34,private,Dell,"$691,948,000",2007,y,195,0.51,1.03
34,private,Dell,"$691,948,000",2008,y,239,0.00,0.00
34,private,Dell,"$691,948,000",2009,y,195,0.00,1.03
34,private,Dell,"$691,948,000",2010,y,212,0.00,0.94
34,private,Dell,"$691,948,000",2011,y,621,0.64,1.13
34,private,Dell,"$691,948,000",2012,y,255,0.78,1.18
34,private,Dell,"$691,948,000",2013,y,234,0.43,0.43
34,private,Dell,"$691,948,000",2014,y,170,0.00,0.59
34,private,Dell,"$691,948,000",2015,y,159,0.00,0.63
34,private,Dell,"$691,948,000",2016,y,300,0.33,0.00
34,private,Dell,"$691,948,000",2017,y,295,0.68,0.00
34,private,Dell,"$691,948,000",2018,y,294,1.02,0.00
35,private,CenturyLink,"$664,074,000",1999,y,0,0.00,0.00
35,private,"Make every connection a strong one. As a leading provider of Internet, TV, and voice, CenturyLink works hard to make your services more affordable, more accessible, and less complicated. Headquartered in Monroe, Louisiana, CenturyLink is a S&P 500 company and is included on the Fortune 500 list of America's largest corporations.  Serving customers across the country. ","$664,074,000",2000,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2001,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2002,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2003,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2004,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2005,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2006,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2007,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2008,y,0,0.00,0.00
35,private,CenturyLink,"$664,074,000",2009,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2010,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2011,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2012,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2013,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2014,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2015,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2016,y,52,0.00,0.00
35,private,CenturyLink,"$664,074,000",2017,y,37,8.11,0.00
35,private,CenturyLink,"$664,074,000",2018,y,37,8.11,0.00
36,private,General Atomics Technologies,"$612,704,000",1999,y,0,0.00,0.00
36,private,General Atomics Technologies,"$612,704,000",2000,y,0,0.00,0.00
36,private,General Atomics Technologies,"$612,704,000",2001,y,0,0.00,0.00
36,private,General Atomics Technologies,"$612,704,000",2002,y,0,0.00,0.00
36,private,General Atomics Technologies,"$612,704,000",2003,y,0,0.00,0.00
36,private,General Atomics Technologies,"$612,704,000",2004,y,0,0.00,0.00
36,private,General Atomics Technologies,"$612,704,000",2005,y,391,0.51,0.26
36,private,General Atomics Technologies,"$612,704,000",2006,y,362,0.83,0.28
36,private,General Atomics Technologies,"$612,704,000",2007,y,357,0.84,0.28
36,private,General Atomics Technologies,"$612,704,000",2008,y,318,0.63,0.31
36,private,General Atomics Technologies,"$612,704,000",2009,y,318,0.63,0.31
36,private,General Atomics Technologies,"$612,704,000",2010,y,319,0.63,0.31
36,private,General Atomics Technologies,"$612,704,000",2011,y,305,0.66,0.33
36,private,General Atomics Technologies,"$612,704,000",2012,y,305,0.66,0.33
36,private,General Atomics Technologies,"$612,704,000",2013,y,267,0.37,0.37
36,private,General Atomics Technologies,"$612,704,000",2014,y,270,0.37,0.37
36,private,General Atomics Technologies,"$612,704,000",2015,y,269,0.37,0.37
36,private,General Atomics Technologies,"$612,704,000",2016,y,269,0.37,0.37
36,private,General Atomics Technologies,"$612,704,000",2017,y,269,0.37,0.37
36,private,General Atomics Technologies,"$612,704,000",2018,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",1999,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2000,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2001,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2002,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2003,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2004,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2005,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2006,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2007,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2008,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2009,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2010,y,0,0.00,0.00
37,private,Arctic Slope Regional,"$591,253,000",2011,y,572,1.92,0.17
37,private,Arctic Slope Regional,"$591,253,000",2012,y,572,1.92,0.17
37,private,Arctic Slope Regional,"$591,253,000",2013,y,572,1.92,0.17
37,private,Arctic Slope Regional,"$591,253,000",2014,y,572,1.92,0.17
37,private,Arctic Slope Regional,"$591,253,000",2015,y,572,1.92,0.17
37,private,Arctic Slope Regional,"$591,253,000",2016,y,419,1.43,0.48
37,private,Arctic Slope Regional,"$591,253,000",2017,y,419,1.43,0.48
37,private,Arctic Slope Regional,"$591,253,000",2018,y,419,1.43,0.48
38,private,Sierra Nevada,"$580,611,000",1999,y,0,0.00,0.00
38,private,Sierra Nevada,"$580,611,000",2000,y,644,0.31,0.16
38,private,Sierra Nevada,"$580,611,000",2001,y,0,0.00,0.00
38,private,Sierra Nevada,"$580,611,000",2002,y,145,0.69,0.00
38,private,Sierra Nevada,"$580,611,000",2003,y,437,2.29,0.00
38,private,Sierra Nevada,"$580,611,000",2004,y,437,2.29,0.00
38,private,Sierra Nevada,"$580,611,000",2005,y,465,2.15,0.00
38,private,Sierra Nevada,"$580,611,000",2006,y,470,2.13,0.00
38,private,Sierra Nevada,"$580,611,000",2007,y,296,0.34,0.34
38,private,Sierra Nevada,"$580,611,000",2008,y,298,0.34,0.34
38,private,Sierra Nevada,"$580,611,000",2009,y,246,1.63,0.00
38,private,Sierra Nevada,"$580,611,000",2010,y,246,1.63,0.00
38,private,Sierra Nevada,"$580,611,000",2011,y,256,2.34,0.00
38,private,Sierra Nevada,"$580,611,000",2012,y,329,1.22,0.00
38,private,Sierra Nevada,"$580,611,000",2013,y,327,1.22,0.00
38,private,Sierra Nevada,"$580,611,000",2014,y,335,1.49,0.00
38,private,Sierra Nevada,"$580,611,000",2015,y,330,1.82,0.00
38,private,Sierra Nevada,"$580,611,000",2016,y,336,1.79,0.00
38,private,Sierra Nevada,"$580,611,000",2017,y,476,1.68,0.00
